experiment_id,algorithm,median_score,mean_score,sd_across_runs,median_runtime_s
IMG_0022,BEHHO-VC-Calibrated,4.621753704566356,4.620575983230452,0.0024129182662934005,33.16082270001061
IMG_0022,EHHO-VC,4.6215550339188045,4.621088768393811,0.002667051501080994,26.513987399986945
IMG_0022,HHO-VC,4.621405701253675,4.620930793380573,0.002623364271860696,23.016595799999777
IMG_0023,BDA-EHHO-VC-Calibrated,4.8628128957168455,4.86345757098733,0.0027989262669281915,29.21384029998444
IMG_0023,BEHHO-VC-Calibrated,4.863355792313329,4.863738061440409,0.0024691111335468827,32.39811050001299
IMG_0023,EHHO-VC,4.863045313531768,4.863371262365118,0.0023252971456112653,17.7414063999895
IMG_0023,HHO-VC,4.863116076700048,4.863558190393445,0.002505431566997116,16.43925749999471
IMG_0024,BDA-EHHO-VC-Calibrated,5.01754306521869,5.017587467120622,0.0024099882708723207,28.030030000023544
IMG_0024,BEHHO-VC-Calibrated,5.017428830468975,5.017500713780186,0.0021933425094462114,28.614298700005747
IMG_0024,EHHO-VC,5.017409716482859,5.017466379097057,0.0023330543792309875,15.661337599973194
IMG_0024,HHO-VC,5.017539188536939,5.017445925013978,0.0022511509234082205,16.237900499952957
IMG_0025,BDA-EHHO-VC-Calibrated,4.414217498876217,4.415649684795447,0.0034548591397829775,28.289224400010426
IMG_0025,BEHHO-VC-Calibrated,4.414183449258527,4.415789739905122,0.003366074165111897,31.21179090003716
IMG_0025,EHHO-VC,4.414478337487469,4.415869985599635,0.003778686998234114,20.925991200027056
IMG_0025,HHO-VC,4.414478337487469,4.4159421166583,0.0037648291645966153,15.894142300006934
IMG_0026,BDA-EHHO-VC-Calibrated,4.864801564601331,4.864475235708026,0.002110694167269023,28.906932000012603
IMG_0026,BEHHO-VC-Calibrated,4.864156255758221,4.864328525020968,0.0024750711193921257,28.683252300019376
IMG_0026,EHHO-VC,4.864619381914422,4.864451553305565,0.0021007707241677766,14.458218400017358
IMG_0026,HHO-VC,4.864619381914422,4.864331867727996,0.0018494598445459314,15.369483800022865
IMG_0027,BDA-EHHO-VC-Calibrated,5.0405067501643055,5.039330363769032,0.0037346997508138718,28.778905600018334
